sufix,count
nehxo,36
hnehxo,13
uhnehxo,13
ẽne,17
nẽne,17
anẽne,7
nanẽne,7
saõkõ,13
ikui,6
uikui,6
hpoino,11
ahpoino,11
htaõ,35
uhtaõ,35
tuhtaõ,35
emepyry,8
esao,15
yhkãko,16
tyhkãko,16
jytory,10
ojytory,10
aohpyry,16
romame,64
eromame,24
utuhtoh,16
iõ,5
piõ,5
hpiõ,5
poehtoh,8
mahpõ,72
hmahpõ,42
ahmahpõ,18
ahmako,42
hkano,18
yhkano,18
tyhkano,18
pokõke,88
ỹpokõke,48
tyase,165
atyase,31
katyase,31
mapỹ,9
hmapỹ,9
ahmapỹ,9
kahmapỹ,9
pytano,7
moipyra,76
ipynỹpo,20
resẽ,7
oresẽ,7
poresẽ,7
õsemy,6
resemy,45
oresemy,45
moko,49
omoko,32
zomoko,32
ozomoko,9
epaxĩpo,25
amarõ,6
ritoh,7
yritoh,7
epuru,6
kihmãko,9
yhkara,24
tyhkara,24
aparykõ,22
enikãko,10
9mãkõ,6
pitohme,18
oryry,7
poryry,7
ymota,6
ukemy,12
rukemy,12
erukemy,12
nemy,8
ynemy,8
pynemy,8
ypynemy,8
nikase,51
enikase,22
ekahpõ,40
mekahpõ,18
moryme,33
omoryme,33
rotyã,210
arotyã,163
karotyã,154
hnikase,29
ahkehse,30
hpaneme,18
miryke,16
omiryke,8
emiryke,8
mahtao,7
papose,52
apapose,40
erehme,8
merehme,8
ipono,7
ripono,7
ahna,15
hnikary,8
rokuru,46
erokuru,25
peke,28
opeke,12
oihpõkõ,18
zupu,81
azupu,81
mazupu,81
emazupu,81
ãtoh,52
tãtoh,12
emahpo,28
oo,5
poo,5
ãpoo,5
itopo,20
peny,13
apeny,13
papeny,7
porohko,32
oome,7
poome,7
ãpoome,7
eroko,154
meroko,154
wino,15
hpynõ,1034
uhpynõ,1034
puhpynõ,1034
hkã,10
uhkã,10
epyã,48
kepyã,48
zaru,126
azaru,126
aromame,40
ynehxo,9
pynehxo,9
kuke,6
õkuke,6
oimohpe,11
imory,10
oimory,10
koimory,10
tomese,10
etomese,10
ỹpyamo,11
rỹpyamo,11
ỹno,6
pỹno,6
opỹno,6
eneko,35
ueneko,35
iuka,5
name,27
aname,27
kaname,8
akaname,8
okemỹpo,28
potõkõ,8
ipotõkõ,8
pymyry,14
ouko,16
touko,6
mity,20
kata,41
ykata,9
rykata,9
arykata,9
oũko,6
toũko,6
tokã,9
etokã,9
oetokã,9
poetokã,9
ahpary,7
hkose,24
uhkose,24
tuhkose,24
ypara,182
rypara,182
yrypara,182
ohxike,18
kohxike,18
tatyamo,10
tokoh,6
ohmo,8
kohmo,8
ãkohmo,8
mãkohmo,8
tahtao,9
ãtahtao,9
anume,7
sanume,7
otarykõ,61
tyriry,7
atyrykõ,14
amory,21
kamory,21
ramara,35
amary,25
ramary,25
eramary,18
pume,12
opume,6
autume,7
yhtohkõ,10
ãnohse,79
numary,49
anumary,49
ỹpoko,7
mỹpoko,7
mỹpõko,35
oryino,71
poryino,47
oihpyry,21
kihmase,24
tõmase,30
õtõmase,30
htime,10
ohtime,10
tohtime,10
amoko,7
kamoko,7
nyhmary,44
iãkomo,40
xiãkomo,40
htomãko,36
ihtõko,130
oihtõko,119
tomary,17
htomary,17
ukẽ,10
rukẽ,10
erukẽ,10
nerukẽ,10
inerukẽ,10
pyasene,16
utururu,56
oẽ,12
pataõkõ,8
ahtaka,8
uahtaka,8
myase,48
emyase,8
nemyase,8
ipãse,20
ripãse,20
aripãse,20
xihne,7
exihne,7
htõkomo,25
apatoko,36
itopyny,26
ỹpokase,8
ritone,32
yritone,32
kapoko,85
ãkapoko,28
mikary,8
omikary,8
esaõkõ,7
isẽme,30
uximãkõ,100
opoase,100
ropoase,100
rupory,30
urupory,30
ãsasaka,34
iõko,8
xiõko,8
exiõko,8
sexiõko,8
ihmõko,10
rihmõko,10
ypo,33
rypo,33
yrypo,20
pyrypo,20
hpyrypo,20
aketõme,50
ruto,7
uruto,7
turuto,7
kuhnõko,33
epotoko,9
uĩpyry,9
ruĩpyry,9
mãkatoh,30
erõkõ,6
iotãko,7
kahpõkõ,45
zuhtou,9
ezuhtou,9
iokõ,220
niokõ,220
iamo,106
xiamo,106
oxiamo,91
axo,32
ehpo,28
rehpo,11
irehpo,11
xirehpo,11
uõko,9
tuõko,9
otuõko,9
uotuõko,9
õtatoh,10
rõtatoh,10
rehtoh,9
erehtoh,9
yraro,9
pyraro,9
ipyraro,9
zuhtoh,14
wokõme,17
ewokõme,17
pukara,21
yehmase,10
ũtarykõ,9
iõkomo,9
piõkomo,9
su,48
hsu,32
uhsu,32
suhsu,7
usuhsu,7
hpananõ,8
kehpõko,26
õkane,24
õtatose,9
otary,71
potary,11
opotary,11
uhkara,48
ruhkara,48
ruhkãko,72
uhtopo,14
nỹpome,14
ynỹpome,14
utapỹ,16
rutapỹ,16
orutapỹ,16
otukuru,8
ãkõme,402
kãkõme,362
akãkõme,362
ewokane,8
xipory,60
exipory,60
akorõme,86
anekõme,558
ruase,268
uruase,256
turuase,205
tanohko,39
tararo,7
ramame,9
aramame,9
taja,6
ãtaja,6
yahme,6
utase,36
kutase,10
ãkutase,10
tah,23
itah,5
ãkuru,7
nãkuru,7
akohse,7
ũto,20
õpome,170
nõpome,170
onõpome,170
õpuruse,8
saaro,169
irone,23
xirone,23
hxirone,16
morara,210
amorara,23
apoh,10
eapoh,10
reapoh,10
ireapoh,10
hmãkase,11
nehtou,24
enehtou,24
ropõ,45
aropõ,21
karopõ,15
pohpõko,10
papoko,69
apapoko,36
apasẽme,40
ietũ,12
xietũ,12
ỹpohpõ,16
nỹpohpõ,16
ãmatoh,10
kãmatoh,10
pahpõ,26
apahpõ,16
tapahpõ,16
suke,9
hsuke,9
uhsuke,9
suhsuke,9
ukatoko,9
ẽtoko,8
nẽtoko,8
onẽtoko,8
ohsenã,8
kohsenã,8
kone,8
hkone,8
ihkone,8
rihkone,8
aponanõ,67
xtume,18
ixtume,18
rixtume,18
reku,102
yreku,102
tĩ,4
atĩ,4
zõpyry,17
ozõpyry,17
ymoro,6
umane,11
rumane,11
arumane,11
pyke,637
hpyke,637
yhpyke,576
pyhpyke,576
ihmary,41
xihmary,41
ypono,10
rypono,10
arypono,10
amãkõ,27
samãkõ,27
isamãkõ,27
outa,5
rohkase,11
ramãka,14
rae,11
irae,11
eirae,11
feirae,11
afeirae,11
matohpo,12
ĩkome,8
mĩkome,8
omĩkome,8
tarah,12
pueh,24
upueh,24
xihmãko,20
roh,18
aroh,18
uaroh,6
misãpo,8
amisãpo,8
nehpyry,43
so,49
uso,24
auso,24
mauso,24
ehnõme,8
mehnõme,8
ytykõ,70
mytykõ,70
eopa,7
reopa,7
ereopa,7
nyrityã,135
õmirykõ,24
eneno,40
neneno,27
aneneno,27
nukuru,24
unukuru,16
anõko,9
manõko,9
hmanõko,9
toto,13
mosero,7
epa,9
repa,9
orepa,9
morepa,9
amorepa,9
1mãkõ,18
anexi,25
nanexi,7
yhpome,11
ryhpome,11
yhpo,25
ryhpo,25
aryhpo,18
uaryhpo,18
pũke,36
upũke,36
ehpyke,16
yehpyke,16
nohpyry,19
uatose,130
ruatose,130
mihtase,88
onono,8
konono,8
okonono,8
pomero,12
õpomero,12
poero,7
ypoero,7
uuruse,14
rune,176
urune,176
nurune,42
enurune,42
kyhpõkõ,22
yhpono,23
kyhpono,12
toase,478
htoase,80
yhtoase,40
kahmary,9
naeu,88
anaeu,88
tanaeu,88
atanaeu,88
zome,61
ozome,61
tozome,61
otozome,52
utõkomo,198
aary,5
é,6
ré,6
aré,6
zaré,6
azaré,6
netase,147
enetase,84
koke,76
hkoke,28
uhkoke,28
pino,42
opino,42
oeroro,7
ueneno,7
aa,20
naa,20
anaa,20
nahno,14
enahno,14
opitory,25
ihtoh,61
rihtoh,61
urihtoh,9
ituru,6
ykako,7
rykako,7
ỹtoko,14
nỹtoko,14
nãpo,6
unãpo,6
uhpara,9
auhpara,9
opitõko,22
pohtoh,8
ipohtoh,8
pitu,7
opitu,7
popitu,7
omiryme,8
6me,8
umame,8
zumame,8
ezumame,8
kõkomo,8
okõkomo,8
anory,30
panory,22
hpanory,22
emu,88
temu,88
otemu,88
kotemu,88
ikotemu,88
zomõko,40
uzomõko,11
nũme,5
pũkõ,71
tau,43
etau,35
sekatyã,9
epory,83
nepory,69
rihkãko,42
arĩ,4
ytaketõ,38
etyã,33
netyã,33
enetyã,33
nenetyã,33
etatyã,9
netatyã,9
hketõme,194
põkase,9
apõkase,9
rihkara,23
ykary,20
ekane,40
oekane,40
soekane,40
uimatoh,8
inohxo,21
oinohxo,21
mata,8
hmata,8
ohmata,8
kohmata,8
ioke,77
nioke,77
ynioke,77
iõpyamo,9
omato,72
romato,72
eromato,72
ãkane,37
rãkane,37
urãkane,37
umakase,30
enume,16
zenume,16
uzenume,16
arã,14
rarã,6
orarã,6
yhpõ,31
kyhpõ,17
okyhpõ,10
yokyhpõ,10
ynapyry,8
tyhkary,40
ynaro,14
kynaro,14
ykananõ,18
kanekõ,84
ãkanekõ,60
rihmase,14
hkehno,12
ohkehno,12
remy,35
uremy,8
puremy,8
apuremy,8
otopo,15
totopo,7
õtopo,14
mõtopo,14
kamã,6
ẽkamã,6
okynã,19
yokynã,8
kyokynã,8
okuro,40
rokuro,40
urokuro,40
zata,8
ezata,8
tezata,8
etezata,8
nahme,9
unahme,9
kunahme,9
kahnomo,13
õkãko,9
põkãko,9
apõkãko,9
ãkahpõ,41
rãkahpõ,41
myme,21
umyme,6
yynara,38
ryynara,38
yrypyra,11
ynyriry,8
iakara,60
piakara,60
akaneme,40
ynõme,42
pynõme,42
hpynõme,42
poatose,173
ãkarykõ,259
onekõme,66
ohpono,61
pohpono,53
iati,27
riati,27
eriati,27
periati,27
xitopo,14
uhxi,6
kuhxi,6
oeh,4
waõkomo,11
tyriko,7
pitoh,7
upitoh,7
hmemame,11
nahe,14
anahe,14
nanahe,14
potoh,425
hpotoh,332
ohpotoh,229
ahpory,9
pahpory,9
apotoh,72
kapotoh,59
nahsẽme,9
emorara,96
pimehxo,27
patohkõ,65
tarahme,21
onukuru,8
patose,141
epatose,129
owokane,16
paryino,22
ityamo,46
rityamo,37
topory,9
ãtopory,9
epoase,54
nepoase,54
zetũ,10
tasẽme,24
otasẽme,24
ryhme,16
yryhme,16
pyryhme,16
itohpo,16
oitohpo,9
ahko,99
zahko,6
rakane,30
arakane,30
toipe,9
atoipe,9
natoipe,9
omorara,60
etano,23
netano,9
anetano,9
ohtou,37
nohtou,37
unohtou,22
mya,7
ãmya,7
tãmya,7
ytãmya,7
eapono,34
reapono,22
ahpã,10
rahpã,10
erahpã,10
werahpã,10
enao,12
senao,12
uise,8
puise,8
epuise,8
oepuise,8
ehkatoh,22
remae,64
eremae,64
aeremae,64
noh,18
anoh,10
tanoh,10
õtanoh,10
rõtanoh,10
kahro,7
ykahro,7
tãkãko,10
atãkãko,10
opõkõme,20
rõkara,32
arõkara,32
ymero,11
rymero,11
orymero,11
irorykõ,71
otory,20
rotory,11
irotory,11
manekõ,113
umanekõ,44
umatõkõ,11
yikẽ,9
pyikẽ,9
apyikẽ,9
tapyikẽ,9
ohtory,12
nohtory,12
noryme,17
atonõpo,20
poynara,11
nohmãko,9
mapone,30
hmapone,30
yehxo,16
tyehxo,8
otyehxo,8
eneryke,48
enene,6
onẽne,10
tonẽne,10
otonẽne,10
ũtane,10
tũtane,10
utũtane,10
paneke,24
epaneke,24
ymase,14
rymase,14
yrymase,14
takuru,8
otakuru,8
ikata,22
rikata,22
urikata,22
roe,24
iroe,15
iamã,6
riamã,6
omiryae,16
uremỹpo,10
nutã,18
enutã,18
hpotone,134
ouhxo,11
touhxo,11
utouhxo,11
keh,7
okeh,7
tokeh,7
atokeh,7
nuke,66
unuke,24
tunuke,24
itunuke,24
rohmase,38
omokyro,22
repyra,36
urepyra,36
potory,9
ipotory,9
ãjezu,6
nemame,8
inemame,8
oaõkõ,8
roaõkõ,8
oroaõkõ,8
kahmara,10
umorara,10
wome,25
ynuke,18
omara,79
womara,27
ewomara,27
pahpõko,9
sẽpyry,9
asẽpyry,9
potohkõ,34
õmiryme,8
õtara,30
rõtara,30
orõtara,21
oaero,26
roaero,16
oroaero,8
orutua,18
yorutua,18
niapono,11
yxiry,47
ryxiry,39
oryxiry,32
ikahpõ,9
rikahpõ,9
rokahpõ,10
uhtase,33
ruhtase,33
patohpo,11
umae,33
tumae,33
utumae,33
kutumae,33
zure,17
ozure,12
uepekõ,49
manõpo,76
amanõpo,48
asemy,8
tasemy,8
ãtasemy,8
ytotoh,68
xity,5
itary,19
ẽtohu,8
nẽtohu,8
onẽtohu,8
aropone,12
samũ,8
asamũ,8
pasamũ,8
opasamũ,8
nuhtoh,7
motase,16
ymotase,16
itane,10
mitane,10
omitane,10
õtyke,21
yõtyke,21
mahko,16
hmahko,16
uhmahko,16
uhtone,44
puhtone,26
õmi,4
raĩ,6
yraĩ,6
pyraĩ,6
itohto,7
ju,40
eju,4
iturume,16
uãse,88
kuãse,88
ukuãse,56
oxine,72
poxine,72
ypoxine,72
opatoh,7
osa,50
nãpyra,9
ynãpyra,9
rehtou,10
urehtou,10
tapõ,11
itapõ,11
aitapõ,11
saitapõ,11
inase,28
xinase,28
mopõko,11
omopõko,11
omeru,96
nomeru,96
onomeru,96
onepyra,8
kapỹme,22
ekapỹme,13
otao,19
notao,7
ynotao,7
ykoino,32
rykoino,32
uturu,22
kuturu,22
ukuturu,22
oytotoh,40
õtone,32
zõtone,16
azõtone,16
uaja,10
xia,208
axia,52
ikako,18
rikako,18
urikako,18
ytyã,21
pytyã,21
epytyã,21
ypỹ,10
pypỹ,10
nohtoko,169
wokara,8
ewokara,8
senese,20
esenese,12
okato,21
wokato,7
aropoko,54
arohme,10
narohme,10
upãko,6
ãsehxo,24
mãsehxo,24
poryke,69
eporyke,36
karahxo,13
semame,28
onekõ,9
ponekõ,9
iponekõ,9
hmanekõ,58
uurutou,56
epyryke,81
yneme,9
ryneme,9
yryneme,9
opohse,9
popohse,9
irỹpyry,44
ihkasẽ,20
rihkasẽ,20
kokõme,61
oriryme,19
wỹnãko,7
ynukõ,7
pynukõ,7
otõme,21
motõme,9
amotõme,9
natome,80
anatome,80
opekõme,8
okapỹme,9
toryke,31
ytoryke,24
arõmãko,18
utohkõ,27
rutohkõ,27
muhpe,36
yetãko,8
kyetãko,8
ezomõko,10
imãkara,44
upono,25
rupono,9
urupono,9
ihtohpo,20
kanohse,26
maroino,33
womase,40
owomase,40
omaneme,19
uehtoh,7
uexiry,7
uhpoase,14
terõ,6
eterõ,6
owokary,8
kahxo,6
kotyry,7
auku,10
ynoh,8
pynoh,8
epynoh,8
sepynoh,8
karoh,7
ekaroh,7
etamuru,10
turune,98
oturune,98
ximane,18
aximane,18
ũtoh,6
sũtoh,6
ikene,16
xikene,16
õxikene,16
pasene,11
epasene,11
õtãmase,8
nahko,13
ynahko,7
tãmara,8
ẽtãmara,8
nexiry,45
anexiry,45
hpyny,29
ehpyny,15
kehpyny,15
uhpõke,77
mopone,16
omopone,16
rõkohxo,10
rohpõ,17
arohpõ,17
karohpõ,17
rahko,64
yrahko,20
pyrahko,13
erato,21
perato,21
pata,6
apata,6
oroae,6
kohna,7
okohna,7
isake,18
uisake,18
tuisake,18
tina,6
atina,6
osã,20
ĩpyny,9
xĩpyny,9
ixĩpyny,9
tororo,80
ytororo,80
paxiry,22
ypaxiry,8
yropa,6
onuru,12
taĩ,6
ataĩ,6
kataĩ,6
wykase,11
ywykase,11
ihmatyã,33
mopoko,13
omopoko,13
imorykõ,30
irame,12
eirame,12
feirame,12
yaka,13
nyaka,13
hnyaka,13
yhnyaka,13
hmopyra,18
teapono,12
3,4
irume,12
pomase,8
ypomase,8
tohmase,27
õtõko,6
pomãko,7
ẽtopo,8
nẽtopo,8
onẽtopo,8
isenano,40
õtỹpyry,24
myhto,6
kahpo,8
akahpo,8
takahpo,8
arõtara,9
tuisary,17
ỹkae,5
epỹme,23
mepỹme,14
oni,6
poni,6
aponi,6
oito,9
poito,9
ipoito,9
oipoito,9
nuhpyra,56
xita,12
axita,12
umykomo,112
hny,21
yhny,21
kyhny,21
ikyhny,21
mikyhny,21
toiro,15
ytoiro,15
rytoiro,15
tasẽ,12
ãtasẽ,12
ẽku,18
rẽku,18
erẽku,18
mana,12
emana,12
tohtose,26
hnohxo,14
uhnohxo,14
senepõ,7
tuhke,6
eropyra,66
aapõ,7
naapõ,7
anaapõ,7
õpõ,7
aõpõ,7
naõpõ,7
ãnaõpõ,7
kanase,9
akanase,9
oreh,5
ỹtou,7
nỹtou,7
anỹtou,7
nẽmehno,10
unurukõ,146
moky,6
omoky,6
oxĩ,15
moxĩ,15
mỹme,24
emỹme,24
remỹme,24
uremỹme,24
rorome,27
ororome,27
3me,5
53me,5
mopory,14
omopory,14
ãxĩpo,22
mãxĩpo,10
emãxĩpo,10
rokose,9
arokose,9
ymarõ,6
katõme,19
okatõme,9
mohnõko,117
pohko,6
merono,28
erosẽ,6
eroase,127
meroase,120
hpynỹpo,20
enepory,20
hkatone,26
apake,17
kapake,7
ysaaro,49
20mãkõ,7
okuase,106
rokuase,106
nãxĩpo,12
enãxĩpo,12
irĩ,10
rirĩ,10
irirĩ,10
xirirĩ,10
hxirirĩ,10
ama,8
tama,8
utama,8
eutama,8
keutama,8
aumo,15
aripyra,11
erohno,7
ekatone,119
ytokety,20
xitu,144
uxitu,18
pame,8
apame,8
sapame,8
asapame,8
nekano,10
enekano,10
ekatoh,19
nekatoh,10
katopo,37
ekatopo,12
ite,36
xite,30
oxite,30
koxite,30
ekoxite,30
yorõkõ,40
tyorõkõ,40
ohnome,45
rohnome,45
ykõae,130
rykõae,130
irykõae,87
piapõ,34
ipiapõ,7
eta,52
reta,47
ereta,42
apia,18
rapia,18
uhpõkõ,12
puhpõkõ,12
irykõme,10
ỹtyã,7
tỹtyã,7
etỹtyã,7
tỹse,21
etỹse,21
oetỹse,21
ỹtoh,6
tỹtoh,6
tỹpyra,49
oeu,8
emãkomo,66
mapotoh,13
xihmã,9
ixihmã,9
xixihmã,9
ẽmyty,6
ruxi,14
uruxi,14
turuxi,14
yparyme,8
matohto,14
oẽkõ,8
moẽkõ,8
emoẽkõ,8
oemoẽkõ,8
ytopỹ,16
oytopỹ,16
toytopỹ,16
ỹmero,12
pỹmero,12
opỹmero,12
rosene,21
kũ,12
akũ,7
rakũ,7
yrakũ,7
pyrakũ,7
ekyh,29
sekyh,29
hsekyh,29
yhsekyh,29
toytory,25
imahpõ,10
ximahpõ,10
ãkano,9
rãkano,9
urãkano,9
ykẽ,12
pykẽ,12
hpykẽ,12
yhpykẽ,12
pyhpykẽ,12
ukurãka,8
unekõme,10
mueu,24
amueu,24
seriu,70
õseriu,70
õkõkara,10
ãkatose,12
exiã,21
nexiã,21
onexiã,21
potõme,12
õpotõme,12
ipotone,10
oximary,22
tiu,52
õtiu,10
ikamo,21
pikamo,10
upikamo,10
pikõ,29
upikõ,29
tupikõ,29
utupikõ,8
yikamo,11
pyikamo,11
erepono,10
apeme,8
napeme,8
anapeme,8
nania,96
fira,18
afira,18
unohne,32
kunohne,32
inohno,10
oinohno,10
ũkõme,23
rũkõme,23
erũkõme,23
myhpõkõ,11
emãkõ,45
semãkõ,45
asemãkõ,45
akokoro,20
imõpyra,27
ehkõ,7
uehkõ,7
tuehkõ,7
imepỹ,24
eimepỹ,24
meimepỹ,24
ehnanõ,8
nehnanõ,8
atyãkõ,50
matyãkõ,11
maka,16
hmaka,16
uhmaka,16
ruhmaka,16
ytõ,8
yãkomo,27
tyãkomo,27
rereme,50
erereme,50
arieu,24
marieu,24
amarieu,24
euta,5
ahpahse,40
wão,200
ewão,200
tewão,200
itewão,200
xitewão,200
oru,120
koru,8
okoru,8
rokoru,8
yrokoru,8
anoa,7
kanoa,7
ikanoa,7
mena,8
ymena,8
rymena,8
arymena,8
orau,14
korau,14
ikorau,14
yria,40
tyria,40
ãtyria,40
xãtyria,40
ixia,72
rixia,28
irixia,28
rẽse,6
orẽse,6
anetase,63
takã,32
atakã,32
patakã,32
ypatakã,32
ihtoase,18
amia,11
tamia,11
otamia,11
potamia,11
autea,6
uesaka,7
esaryme,32
imãnõko,9
keme,7
akeme,7
zakeme,7
akome,6
aã,10
naã,10
anaã,10
tupõkõ,36
itupõkõ,36
anoryme,10
uataka,45
kuataka,45
opyryme,26
ynohse,24
pynohse,17
tupõ,21
itupõ,21
jitupõ,21
oiketõ,12
poiketõ,12
upokary,8
johpano,22
pokato,14
tiã,5
itiã,5
irise,12
yirise,12
pyirise,12
inai,30
neta,5
atũ,15
patũ,15
apatũ,15
sapatũ,15
oupyra,8
noupyra,8
ysapatũ,8
aonõpo,13
taonõpo,13
okuroko,13
iremy,27
piremy,27
hpiremy,27
nehtose,13
pahpono,12
amarykõ,11
ytoase,308
rotone,70
arotone,50
ẽpã,4
okarykõ,11
yerykõ,7
otose,54
ũkõke,11
tũkõke,11
etũkõke,11
emano,9
semano,9
asemano,9
ihtohto,11
ĩnose,8
mĩnose,8
omĩnose,8
rekase,12
erekase,12
ũtary,24
yaxi,25
hnatase,11
ãtyamo,12
pãtyamo,12
hnato,6
etao,6
netao,6
okapoko,11
opiapõ,27
iopiapõ,27
kakety,12
hkakety,12
piapono,33
piapõkõ,39
emaryme,33
hosa,18
ahosa,18
unahxo,7
zotu,5
kupõkõ,36
ikupõkõ,36
xiku,96
axiku,96
maxiku,96
amaxiku,96
xipõko,70
exipõko,70
pokah,14
ĩpokah,14
etopyra,9
utara,7
nutara,7
ohmã,7
pohmã,7
opohmã,7
supono,8
asupono,8
õsenety,24
umãko,37
numãko,37
anumãko,37
nehpo,7
enehpo,7
yhmahpõ,24
nape,198
anape,198
asu,16
nokõ,63
anokõ,63
jope,14
yjope,14
ryjope,14
yryjope,14
eja,10
neja,10
exĩpo,29
nexĩpo,29
napõkõ,50
onapõkõ,10
pita,12
apita,12
oaka,10
unakety,11
pyse,6
ypyse,6
pepõkõ,16
opepõkõ,16
eponaro,9
ĩtyãmo,11
xĩtyãmo,11
ẽsemãse,8
neriu,140
oneriu,140
osetyae,8
ynamoto,16
nopyra,10
hnopyra,10
apako,35
tapako,35
nõpyra,175
tokohko,8
hpotyã,23
ehpotyã,23
ukuase,99
zukuase,51
rohna,7
arohna,7
kokonie,9
osety,30
epapose,12
hzehno,16
ehzehno,16
tukuase,30
peturu,7
eryhpo,7
pau,10
apau,10
kira,46
akira,6
ũpo,10
ỹtory,16
tỹtory,16
otỹtory,16
nukuase,18
utyase,65
putyase,65
ẽpo,13
sẽpo,13
asẽpo,13
kasẽpo,13
hkasẽpo,13
okia,161
iokia,161
tiokia,161
iaka,8
piaka,8
apiaka,8
tapiaka,8
nixia,14
enixia,14
ipere,36
nepõkõ,10
enepõkõ,10
janame,13
ujaname,13
kapu,15
utiu,32
autiu,32
rautiu,32
yrautiu,32
onanõme,82
htohae,7
imaneme,11
ekũ,5
mekũ,5
hzomoko,10
muruko,7
anohno,11
tanohno,11
htah,18
ahtah,18
ximã,17
yximã,7
ryximã,7
makara,37
hmakara,28
ũta,6
tũta,6
utũta,6
pipose,8
upipose,8
okehse,34
pokehse,23
opeme,12
axitu,30
raxitu,30
araxitu,16
mokehse,11
umano,91
tumano,72
utumano,72
xiu,42
uxiu,15
aẽ,10
naẽ,10
anaẽ,10
õmane,9
rõmane,9
orõmane,9
uxia,8
euxia,8
reuxia,8
ereuxia,8
õtary,16
mõtary,16
hmõtary,16
mina,15
amina,8
ramina,8
aramina,8
nukehse,9
tarone,10
otarone,10
ypose,10
rypose,10
arypose,10
õta,84
mõta,84
hmõta,84
tiapõ,37
itiapõ,37
zitiapõ,37
eje,12
piria,28
ãpiria,28
õpyã,21
zõpyã,12
ozõpyã,12
tozõpyã,12
utokose,11
rahmase,141
50me,5
utãne,9
rutãne,9
urutãne,9
amĩ,24
xamĩ,24
ẽxamĩ,24
ynano,14
kynano,14
aketyme,43
ỹneme,7
nỹneme,7
ukepyry,12
totyamo,9
okapõko,42
ihtoko,8
rihtoko,8
yxiã,43
akamo,40
takamo,40
atakamo,40
sakase,10
asakase,10
oniu,62
koniu,48
tyra,48
ityra,48
xityra,48
ixityra,48
repe,52
erepe,52
niapõ,32
oniapõ,32
aoniapõ,10
terepe,34
yterepe,16
ãkasẽ,9
rãkasẽ,9
urãkasẽ,9
teme,8
iteme,8
piteme,8
upiteme,8
riome,9
uriome,9
kuriome,9
pite,6
upite,6
yaxiry,7
uohkõ,6
ahkara,133
yahkara,27
mihtose,12
opoe,5
jetũ,8
ujetũ,8
tujetũ,8
etujetũ,8
itia,36
zitia,7
izitia,7
taria,36
sahkara,98
erotyã,47
merotyã,47
tawi,7
etawi,7
setawi,7
tãpo,6
atãpo,6
oropyra,11
opotone,32
erotone,20
otỹpyry,80
nãtyã,8
enãtyã,8
senãtyã,8
asapa,6
mamehxo,11
unanõkõ,10
ynotokõ,11
ororykõ,10
kiapõkõ,11
zumase,36
azumase,36
uekyry,7
toxĩpo,9
ytoxĩpo,9
zuhxĩpo,15
ihtane,13
mihtane,13
oteu,348
moteu,348
imoteu,348
iupõkõ,10
niupõkõ,10
roa,50
yroa,50
ritia,14
iritia,14
raxia,39
araxia,39
inia,14
tinia,14
itinia,14
toniapõ,22
tonia,170
etonia,170
setonia,170
akose,12
makose,12
hmakose,12
nehxĩpo,11
nytoase,250
taraxia,11
eapori,7
anexine,9
epatopo,13
otyase,48
rotyase,48
mone,12
amone,7
kamone,7
rapono,11
irapono,11
ytone,18
nytone,18
anytone,18
remime,7
uhpose,13
nuhpose,13
nião,6
união,6
uotohme,10
uopyra,24
tuopyra,8
hkako,28
ihkako,12
rihkako,12
otaxĩpo,12
mapõ,5
hporyme,13
nika,90
onika,90
ronika,90
aronika,90
ipori,7
pipori,7
oronia,8
poronia,8
yxiamo,7
são,46
asão,41
kohmãko,26
nehtyã,16
enehtyã,16
kapõkõ,280
ikapõkõ,280
inomose,10
tena,30
omananõ,19
ymoroto,33
enapõkõ,18
ureu,8
kureu,8
ikureu,8
pikureu,8
paku,16
opaku,16
eopaku,16
reopaku,16
nomory,12
onomory,12
anõkomo,44
etary,32
kupõ,10
akupõ,10
pakupõ,10
opakupõ,10
ixiu,13
nixiu,8
onixiu,8
ionixiu,8
mari,6
amari,6
ĩto,120
rĩto,64
orĩto,64
tupono,8
õtupono,8
xira,72
ixira,56
rixira,56
irixira,56
oma,72
ãtu,18
rãtu,18
erãtu,18
epona,7
sepona,7
xpu,14
ixpu,14
rixpu,14
yrixpu,14
katume,20
ekatume,20
exia,67
rexia,67
yrexia,67
tene,16
itene,16
xitene,16
oxitene,16
umaxĩpo,28
kerea,14
ẽkerea,14
pezu,76
nykyry,8
ynykyry,8
aporyme,12
poru,106
korĩto,16
ykorĩto,16
xiapõkõ,77
aporyke,14
anu,11
ranu,6
iranu,6
ziapõkõ,32
iwa,12
kiwa,12
ikiwa,12
momame,8
omomame,8
enopyry,19
ĩnase,8
rĩnase,8
arĩnase,8
kurũke,7
axiamo,8
yaxiamo,8
pẽkõ,8
apẽkõ,8
papẽkõ,8
ypapẽkõ,8
yriu,18
tyriu,18
etyriu,18
metyriu,18
iana,35
erutãko,20
rẽnõko,14
itõkõ,12
zupõkõ,90
ezupõkõ,90
aju,36
taku,40
xtaku,40
ixtaku,40
rixtaku,40
mopỹ,5
niapõkõ,182
õmomyry,8
uarõkõ,7
aikase,24
naikase,24
erone,12
upotoko,11
kyrexia,18
emapose,11
patoro,18
opatoro,8
ereapõ,7
ũtu,6
kũtu,6
ekũtu,6
pepono,10
epepono,10
kiku,30
ikiku,30
imu,45
pimu,24
opimu,24
ropimu,24
