nh,anh,panh,inh,n,an,pan,in,ix,a,h,pa,pah,p,mẽhp,s,wr,ixwr,awr,je,w,ixw,aw,jej,ak,k,amn,amnep,ahpa,xa,ko,nhỹ,amne,am,j
,,,,,,,,,,hakrenh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kukwak,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akukwak,,,,,,,,,,
,,,,,,,,ixkarõ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkarõ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkarõ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akarõ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,harôj,,,,,,,,,,,,,,,,,,,,,,,,
nhĩkẽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩkẽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahtwỳ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahtwỳ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahuk,,,,,,,,,
,,,,,,,,ixpĩ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpĩ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kapĩ,,,,,,,,,
,,,,,,,,,,hkapĩ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pôk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kôk,,,,,,,,,
,,,,,,,,,,,pahkà,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahkà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,prỳhkà,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axkjê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,api,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixwar,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuxwar,,,,,,,,,
,,,,,,,,,axtem,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,arũm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akurũm,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kurũm,,,,,,,,,
,,,,,,,,,,,,,prõja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,karõja,,,,,,,,,
,,,,,,,,ixpar,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpar,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpar,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahpar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pajapê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajapê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kro,,,,,,,,,
,,,,,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,arĩgro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkur,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apkur,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pỹnh,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nhỹhỹnh,,,
nhỹhỹnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhỹhỹnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahtỳx,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hihtỳx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixihtỳx,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pãwti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jahkre
,,,,,,,,,,hahkre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,aku,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hku,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akapẽr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkapẽr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakapẽr,,,,,,,,,,,,,,,,,,,,,,,
,anhĩmõk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩmõk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩmõk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩmõk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kỳxpê,,,,,,,,,
,,,,,,,,,,htur,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jatur
,,,,,,,,,,hatur,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,parpê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajarĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pamỳ,,,,,,,,,,,,,,,,,,,,,,,
,,,inhmỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amỳ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩxi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhĩxi,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,karõre,,,,,,,,,
,,,,,,,,,,,,,prêêti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,himõk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkrêx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kukrêx,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akukrêx,,,,,,,,,,
,,,,,,,,,akukrêx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkukrêx,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkukrêx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakukrêx,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkutã,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akutã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakutã,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmex,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akõnkrã,,,,,,,,,,
,,,,,,,,,akõnkrã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkõnkrã,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkõnkrã,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkõnkrã,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaprỳja,,,,,,,,,
,,,,,,,,,akrẽ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkrẽ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kukrẽ,,,,,,,,,
,,,,,,,,,akir,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akryk,,,,,,,,,,
,,,,,,,,,,haxà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaxà
,,,,,,,,,,,,,paxà,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,jejusja,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akusja,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,jejusja,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejusja
,,,,naũ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kapanaũ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,jepurõ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepurõ
,,,,,,,,,atari,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,natari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaêx,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akaêx,,,,,,,,,,
,,,,,,,,,,hkaêx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akaêx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkaêx,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkaêx,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kagàja,,,,,,,,,
,,,,,,,,,,hirã,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixunhwỳ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,simãw,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pêtre,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kêtre,,,,,,,,,
,,,,,andreja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,andreja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kryhti,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuwỳ,,,,,,,,,
,,,,,,,,,,,pajahkre,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajahkre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,jepetew,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepetew
,,,,,,,,,,,,,,,,,,,,,ixwakre,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wakre,,,,,,,,,,,,,,
,,,,,,,,,,hakre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakre
,,,,,,,,,,,,,pãwja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juãwja
,,,,,,,,,,,,,pikaja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pipãnh,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamỳ
,,,,,,,,,,,,,pamỳ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hamỳ,,,,,,,,,,,,,,,,,,,,,,,,
nhĩkjê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩkjê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hxêt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hixêt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkô,,,,,,,,,,,,,,,,,,,,,,,,
nhĩhkô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩhkô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩhkô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩhkô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩhkô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩhkô,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩhkô,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akaprĩ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaprĩ,,,,,,,,,
,,,,,,,,,akaprĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkaprĩ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkaprĩ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakaprĩ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkaprĩ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amỳr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhmỳr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agryk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pagryk,,,,,,,,,,,,,,,,,,,,,,,
,,,inhgryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kritpêm,,,,,,,,,
,,,,,,,,ixukaprĩ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pota,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kwãr,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaxwa,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaxwaja,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kapĩr,,,,,,,,,
,,,,,,,,,,hkapĩr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parta,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàrta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pàrta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kanê,,,,,,,,,
,,,,,,,,,,,,,panê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janê
,,,,,,,,,,hpôk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kanêja,,,,,,,,,
,,,,,,,,,,,,,poti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpro,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jojes
,,,,,,,,,,,,,,,,,,,,,,,,akapẽrja,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kapẽrja,,,,,,,,,
,,,,,,,,,,,pajapêx,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajapêx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixwrỳk,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,awrỳk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pixire,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hirôp,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhĩõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩõ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩõ,,,,,,,,
,,,,nhĩõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhĩõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩõ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩõ,
,,,,,,,,,,,panhĩõ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hõx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hagrô,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kop,,,,,,,,,
,,,,,,,,,,,,,pynênh,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpynênh,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apynênh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajaxàr,,,,,,,,,,,,,,,,,,,,,,,,,
nhỹx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhỹx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,warêhti,,,,,,,,,,,,,,
,,,inhmẽnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amẽnh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pumaj,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahija,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahija,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixrer,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,arer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩrer,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩrer,
,,,,,,,,,,,pahpa,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahpa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuhpa,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akuhpa,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,amnhĩkati,,,,,,,,
,,,,,,,,,ano,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pano,,,,,,,,,,,,,,,,,,,,,,,
,,,inhno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nhỹhỹm,,,
nhỹhỹm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhỹhỹm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkra,,,,,,,,,,,,,,,,,,,,,,,
nhĩhkra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhĩhkra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩhkra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩhkra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩhkra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhĩhkra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩhkra,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩhkra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahte,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahte,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahte,,,,,,,,,
,,,,,,,,,,,,,pahte,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agõ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakuhpa,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkuhpa,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akuhpa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hyja,,,,,,,,,,,,,,,,,,,,,,,,
,,panhĩgêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩgêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩgêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩgêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhĩgêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩgêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩgêt,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩgêt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhĩgêt,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩgêt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pãmjê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpãmjê,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpãmjê,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpãmjê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpãmjê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axêx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxêx,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sarẽja,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmẽ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pixjaja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,katõk,,,,,,,,,
,,,,,,,,,,hkapa,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkwỹr,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩnep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩnep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩnep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩnep,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩnep,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kura,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akura,,,,,,,,,,
,,,,,,,,,,hkura,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akura,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akuranh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuranh,,,,,,,,,
,,,,,,,,ixkuranh,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akuranh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkuranh,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩnôhkà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakà
,,,,,,,,,,hakà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpakà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kjênh,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jagjênh
,,,,,,,,,,hagjênh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhõr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhõr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkurê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpãm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpãm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apãm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpãm,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahpãm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hamẽ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,arom,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixrom,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parom,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kurom,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akurom,,,,,,,,,,
,,,,nhê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuhê,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akuhê,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarkrar
,,,,,,,,ixãmja,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpix,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpix,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxipix,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papxipix,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakwa
,,,,,,,,,,hakwa,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hitom,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sãnti,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pêê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kêê,,,,,,,,,
,,,,,,,,,,,pakuhê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkuhê,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akuhê,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩpêêxà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩpêêxà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhĩpêêxà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩpêêxà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hamãr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamãr
,,,,,,,,,,,pajamãr,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajamãr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkukwak,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akukwak,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkukwak,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apku,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atota,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixtota,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nohtỳx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anohtỳx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
