sime,bal,d,da,le,a,ab,ku,i,o,su,je,kuy,m,ma,cekawẽ,jekawẽ,ekawẽ,om,im,wuyed,mat,cekaw,jekaw,ekaw,cr,ceka,jeka,eka,c,j
,,,,,adaap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,adaam,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexem,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixem,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekop,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikop,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,orean,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacayũ
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juacayũ
,,dopap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mesa,,,,,,,,,,,,,,,,,
,,,,,,,,,oreren,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jajẽmap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joxik
,,,,,,,,iokat,,,,,,,,,,,,,,,,,,,,,,
,,daxijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subaixik,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibiog,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,isaías,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mudek,,,,,,,,,,,,,,,,,
,,,,,,,,,ojekuku,,,,,,,,,,,,,,,,,,,,,
,,,,,ajekuku,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedopap,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikũykẽy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okot,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jokot
,,,,,,,,,ojokot,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikuat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okuat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekukuat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jesusyũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jesusyũ
,,,,,,,,,,,jedeg,,,,,,,,,,,,,,,,,,,
,,,,,adeg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexixi,,,,,,,,,,,,,,,,,,,
,,,,,apũn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeapũn,,,,,,,,,,,,,,,,,,,
,,,,,,,,idibim,,,,,,,,,,,,,,,,,,,,,,
,,,dado,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subido,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebido,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibido,,,,,,,,,,,,,,,,,,,,,,
,,,,,akõm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipon,,,,,,,,,,,,,,,,,,,,,,
,,,,,apen,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewewebe,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocesũy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocekay,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemujẽm,,,,,,,,,,,,,,,,,,,
,,,,,,,,imujẽm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omujẽm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemujẽm
,,,,,,,,,omujum,,,,,,,,,,,,,,,,,,,,,
,,,daudaum,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daudaum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aokaap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oxecap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexecap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexecap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebewi,
,,,,,,,,,,,jewebewi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,owebewi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibima,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexĩg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexĩg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cexĩg,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeduk
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekapikap,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekapikap,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekapikap,,
,,,,,,,,,,,jecug,,,,,,,,,,,,,,,,,,,
,,,,,,,,iecug,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jecug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cekõn,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekõn
,,,,,,abikbik,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abikbik,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikẽrẽan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekpiwan,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okpiwan,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juan
,,,,,,,,iisuan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iorokat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iisuat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muwaket,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuwaket,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewa
,,,,,,,,idieg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odieg,,,,,,,,,,,,,,,,,,,,,
,,,,,,abidi,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abidi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebidi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oati,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iati,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,suimõg,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeaebag,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeaebag
,,dopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,daxit,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daxit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odaxit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetait
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cetait,
,,,,,,,,,,subumõg,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebumõg,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijeje,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omucay,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imucay,,,,,,,,,,,
,,,,,,,,,,,,,mucay,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekpu,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepin,,,,,,,,,,,,,,,,,,,
,,,,,aceje,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceje,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedem,,,,,,,,,,,,,,,,,,,
,,,,,adem,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedem
,,,,,adedem,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jededem,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebabi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebabi,
,,,,,,,,,,,,,,,,,,,imutain,,,,,,,,,,,
,,,,,,,,imutain,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iwayway,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocemu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijoyũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,ajojoyũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omucay,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imucay,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,icẽm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cẽmcẽm,
,,,,,ajojojo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojojojo,,,,,,,,,,,,,,,,,,,,,
,,dãg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekukat
,,,,,,,,ikukuk,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekukuk,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekadai,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekadai,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekapikpik,,,
,,,,,,,,,,,jebacaap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obacaap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijasun,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oteida,,,,,,,,,,,,,,,,,,,,,
,,,,,ateida,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cobre,
,,doy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itpi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipiatpi,,,,,,,,,,,,,,,,,,,,,,
,,,,,amãm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,daomũn,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jomũn
,,daomũn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odaomũn,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedaomũn,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mupok,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imupok,,,,,,,,,,,
,,,,,,,,itaybin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jetaybin,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipotpet,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojuyat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewe,,,,,,,,,,,,,,,,,,,
,,dei,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jei
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centavo,
,,,,,,,,,,,jewekay,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewekay
,,,,,,,,,okakam,,,,,,,,,,,,,,,,,,,,,
,,,,,aokakam,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ayacayũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aptei,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iaptei,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cĩcãt,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebekit,
,,,,,,,,iũmat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oũmat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeũmat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joyũku
,,,,,,,,,okaxiri,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iwiwi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jowiwi
,,,,,ajowiwi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,maate,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,matate,,,,,,,,,
,,,,,,,,itate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,matate,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeweg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeweg
,,,,,,,,,,,,,murun,,,,,,,,,,,,,,,,,
,,,,,asuacat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewãwãm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muyde,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuyde,,,,,,,,,,,
,,,,,,,,imuyde,,,,,,,,,,,,,,,,,,,,,,
,,dobu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odaobu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceweju,,,,,,,,,,,,,,,,,,,,,
,,,,,asũacat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iboceat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corazim,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedotim
,,,,,,,,,,,,,muyu,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeymuyu,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeymuyu
,,,,,,,,,,,,,,,,,,,imukop,,,,,,,,,,,
,,,,,,,,,,,,,mukop,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omukop,,,,,,,,,,,,
,,,,,,,,imukop,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omukop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeymukop,,,,,,,,,,,,,,,,,,,
,,,,,,,,imupik,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipote,,,,,,,,,,,,,,,,,,,,,,
,,dado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,dadot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joda
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jerere
,,,,,,,,,,,jekpi,,,,,,,,,,,,,,,,,,,
,,,,,akpi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,daviyũ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daviyũ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebũnũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subũnũ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibũnũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,anũy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,onũy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jenũy,,,,,,,,,,,,,,,,,,,
,,,,,,,kukpin,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okukpin,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikukpin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikũy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okũy,,,,,,,,,,,,,,,,,,,,,
,,,,,abũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeõhõyũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,iõhõyũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeõhõyũ
,,,,,,,,,,,,,mupaya,,,,,,,,,,,,,,,,,
,,,,,atpunu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewede,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewede
,,,,,awẽ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jawẽ
,,,,,,,,,,,jewawẽ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cewawẽ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewawẽ
,,,,,,,,ija,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otaẽiat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jĩjãiat
,,,,,,,,,ojomõg,,,,,,,,,,,,,,,,,,,,,
,,,,,ajomõg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oxeiap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewãwãm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jĩjãayũ
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebu
,,,,,,,,,,,jeweweju,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oweweju,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewaoka,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewaoka
,,,,,,,,,,,jewemu,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewemu
,,,,,,,kukakat,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iapka,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,isapka,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imukirig,,,,,,,,,,,
,,,,,,,,ikirik,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mukirik,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imukirik,,,,,,,,,,,
,,,,,awerom,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muypõg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuypõg,,,,,,,,,,,
,,,,,,,,imuypõg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedipap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odipap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,idipap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,cekawẽnkẽrẽ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,ekawẽnkẽrẽ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,cekawẽnkẽrẽ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ekawẽnkẽrẽ,,,,,,
,,,,,,,,,,,,,,,cekawẽntip,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,cekawẽntip,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekawẽntip,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jonas
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joreg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cĩcãp,
,,,,,asũayũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepitpit,,,,,,,,,,,,,,,,,,,
,,,,,akiju,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,adeap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekadai,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekadai
,,,,,,,,,,,jedu,,,,,,,,,,,,,,,,,,,
,,,,,,,,iko,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeako,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeda
,,,,,,,,ixeda,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ierũn,,,,,,,,,,,,,,,,,,,,,,
,,,,,adesu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,matate,,,,,,,,,,,,,,,,,
,,,,,,,,iece,,,,,,,,,,,,,,,,,,,,,,
,,,,,acece,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocece,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekadaida,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jojoayũ
,,,,,anata,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iboapta,,,,,,,,,,,,,,,,,,,,,,
,,,,,atam,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetip
,,,,,,,,,,suidip,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixidip,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iboda,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedopi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedopi
,,,,,anõm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,abapũg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abapũg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copo,
,,,,,,,,iape,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibubuap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mudot,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imudot,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omudot,,,,,,,,,,,,
,,,,,,,,,oreap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judás
,,,,,,,,ibuyxim,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obuyxim,,,,,,,,,,,,,,,,,,,,,
,,,,,aypanap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekadi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cekayap,
,,,,,,,,idojot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexi
,,,,,,,,,,,jebabim,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebabim
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cucumap,
,,,,,,,,iteyũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,suteyũ,,,,,,,,,,,,,,,,,,,,
,,deim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinco,
,,,,,,,,,odoy,,,,,,,,,,,,,,,,,,,,,
,,,,,adopa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedopa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odopa,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewãwã,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewãwã
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cewãwã,
,,,,,aakõm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oakõm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subuixik,,,,,,,,,,,,,,,,,,,,
,,,dakoy,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dakoykoy,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekoykoy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewebu,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewebu
,,,,,apẽneju,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obuywat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibuywat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebuywat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekadaidip,,,
,,,,,,,,iõmap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obinũn,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocexe,,,,,,,,,,,,,,,,,,,,,
,,,,,aypapa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canaã,
,,,,,,,,,,,jedaoat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subuywan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obuywan,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibuywan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepoyat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oreayũ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipibun,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oyabu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceyabu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muykõn,,,,,,,,,,,,,,,,,
,,,,,,,,,ocexat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibeg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obeg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cepoyat,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepoyat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cepoyan,
,,,,,,,,,,,,,,magadã,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,magadã,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetabun
,,,,,,,,,,,jeremias,,,,,,,,,,,,,,,,,,,
,,,,,,,kuyjeat,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itaicat,,,,,,,,,,,,,,,,,,,,,,
,,,,,acetait,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocetait,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imubu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omubu,,,,,,,,,,,,,,,,,,,,,
,,,,,apteim,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iapteim,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewebeap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,owebeap,,,,,,,,,,,,,,,,,,,,,
,,,,,acepit,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocepit,,,,,,,,,,,,,,,,,,,,,
